% This is the entire dataset
@RELATION email-features

@ATTRIBUTE containJS NUMERIC
@ATTRIBUTE numLinks NUMERIC
@ATTRIBUTE numDomainMisMatch NUMERIC
@ATTRIBUTE isHtmlEmail NUMERIC
@ATTRIBUTE numDotsInSender NUMERIC
@ATTRIBUTE IPAddrInUrl NUMERIC
@ATTRIBUTE hasKeywordInLinkText NUMERIC
@ATTRIBUTE numDistinctDomains NUMERIC
@ATTRIBUTE disparitiesHrefAndLinkText NUMERIC
@ATTRIBUTE keywordNorm0 NUMERIC
@ATTRIBUTE keywordNorm1 NUMERIC
@ATTRIBUTE keywordNorm2 NUMERIC
@ATTRIBUTE keywordNorm3 NUMERIC
@ATTRIBUTE keywordNorm4 NUMERIC
@ATTRIBUTE keywordNorm5 NUMERIC
@ATTRIBUTE class {phishing,non-phishing}

@DATA
0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.008620689655172414,0.0,0.05172413793103448,0.05172413793103448,0.008620689655172414,phishing
0.0,6.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0072992700729927005,0.021897810218978103,0.0072992700729927005,0.021897810218978103,0.014598540145985401,0.0072992700729927005,phishing
0.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.008695652173913044,0.0,0.043478260869565216,0.052173913043478265,0.008695652173913044,phishing
0.0,6.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0072992700729927005,0.021897810218978103,0.0072992700729927005,0.021897810218978103,0.014598540145985401,0.0072992700729927005,phishing
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.006993006993006993,0.013986013986013986,0.0,0.02097902097902098,0.006993006993006993,0.0,phishing
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,phishing
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,phishing
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,phishing
0.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.034482758620689655,0.0,0.0,0.019704433497536946,0.02463054187192118,0.019704433497536946,phishing
0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.017964071856287428,0.005988023952095809,0.023952095808383235,0.017964071856287425,0.017964071856287425,phishing
0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.034482758620689655,0.0,0.0,0.019704433497536946,0.02463054187192118,0.019704433497536946,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006756756756756757,0.0033783783783783786,0.006756756756756757,0.02364864864864865,0.02702702702702703,0.0033783783783783786,phishing
0.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,0.015267175572519083,0.04580152671755725,0.0,0.0,0.015267175572519083,0.0,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006734006734006734,0.003367003367003367,0.006734006734006734,0.02356902356902357,0.026936026936026935,0.003367003367003367,phishing
0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.027932960893854747,0.00558659217877095,0.0,0.03910614525139665,0.0,phishing
0.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.003787878787878788,0.015151515151515152,0.0,0.0,0.01893939393939394,0.0,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006756756756756757,0.0033783783783783786,0.006756756756756757,0.02364864864864865,0.02702702702702703,0.0033783783783783786,phishing
0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.006756756756756757,0.0033783783783783786,0.006756756756756757,0.02364864864864865,0.02702702702702703,0.0033783783783783786,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006756756756756757,0.0033783783783783786,0.006756756756756757,0.02364864864864865,0.02702702702702703,0.0033783783783783786,phishing
0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006734006734006734,0.003367003367003367,0.006734006734006734,0.02356902356902357,0.026936026936026935,0.003367003367003367,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006734006734006734,0.003367003367003367,0.006734006734006734,0.02356902356902357,0.026936026936026935,0.003367003367003367,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006734006734006734,0.003367003367003367,0.006734006734006734,0.02356902356902357,0.026936026936026935,0.003367003367003367,phishing
0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.046052631578947366,0.019736842105263157,0.006578947368421052,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006734006734006734,0.003367003367003367,0.006734006734006734,0.02356902356902357,0.026936026936026935,0.003367003367003367,phishing
0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.015822784810126583,0.0031645569620253164,0.006329113924050633,0.022151898734177215,0.00949367088607595,0.0031645569620253164,phishing
0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.03535353535353535,0.010101010101010102,0.0,0.030303030303030304,0.020202020202020204,0.0,phishing
0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004629629629629629,0.0,0.0,0.0,phishing
0.0,3.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0010845986984815619,0.0010845986984815619,0.0010845986984815619,0.0,0.0,0.0021691973969631237,phishing
0.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.016835016835016835,0.003367003367003367,0.0,0.016835016835016835,0.02356902356902357,0.006734006734006734,phishing
0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.02666666666666667,0.0,0.04,0.013333333333333334,0.0,phishing
0.0,3.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0,0.006711409395973154,0.013422818791946308,0.013422818791946308,0.013422818791946308,0.013422818791946308,0.0,phishing
0.0,2.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,0.02185792349726776,0.01639344262295082,0.00546448087431694,0.02185792349726776,0.027322404371584702,0.00546448087431694,phishing
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003316749585406302,0.0,0.0,0.0,0.0,phishing
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.032679738562091505,0.0,0.0,0.026143790849673203,0.0196078431372549,0.0,phishing
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0033613445378151263,0.0,0.0,0.0,0.0,phishing
0.0,2.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,0.006944444444444444,0.003472222222222222,0.006944444444444444,0.020833333333333336,0.027777777777777776,0.003472222222222222,phishing
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,0.007936507936507936,0.0,phishing
