@RELATION email-features

@ATTRIBUTE containJS NUMERIC
@ATTRIBUTE numLinks NUMERIC
@ATTRIBUTE numDomainMisMatch NUMERIC
@ATTRIBUTE isHtmlEmail NUMERIC
@ATTRIBUTE numDotsInSender NUMERIC
@ATTRIBUTE IPAddrInUrl NUMERIC
@ATTRIBUTE hasKeywordInLinkText NUMERIC
@ATTRIBUTE numDistinctDomains NUMERIC
@ATTRIBUTE disparitiesHrefAndLinkText NUMERIC
@ATTRIBUTE keywordNorm0 NUMERIC
@ATTRIBUTE keywordNorm1 NUMERIC
@ATTRIBUTE keywordNorm2 NUMERIC
@ATTRIBUTE keywordNorm3 NUMERIC
@ATTRIBUTE keywordNorm4 NUMERIC
@ATTRIBUTE keywordNorm5 NUMERIC
@ATTRIBUTE class {phishing,non-phishing}

@DATA
0.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.023923444976076555,0.019138755980861243,0.0,0.019138755980861243,0.03349282296650717,0.0,phishing
0.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.022727272727272728,0.0,phishing
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.006896551724137931,0.013793103448275862,0.0,0.020689655172413793,0.006896551724137931,0.0,phishing
0.0,6.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0072992700729927005,0.021897810218978103,0.0072992700729927005,0.021897810218978103,0.014598540145985401,0.0072992700729927005,phishing
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,phishing
0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.006896551724137931,0.013793103448275862,0.0,0.020689655172413793,0.006896551724137931,0.0,phishing
0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.011299435028248588,0.0,0.05649717514124294,0.02824858757062147,0.02824858757062147,phishing
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,phishing
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.023255813953488372,0.011627906976744186,0.0,0.011627906976744186,0.05813953488372093,0.03488372093023256,phishing
0.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.034482758620689655,0.0,0.0,0.019704433497536946,0.02463054187192118,0.019704433497536946,phishing
0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.005128205128205128,0.0,0.05641025641025641,0.020512820512820513,0.015384615384615385,phishing
0.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.00759493670886076,0.012658227848101266,0.002531645569620253,0.02278481012658228,0.010126582278481013,0.00759493670886076,phishing
0.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,0.015267175572519083,0.04580152671755725,0.0,0.0,0.015267175572519083,0.0,phishing
0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.015873015873015872,0.023809523809523808,0.007936507936507936,0.06349206349206349,0.023809523809523808,0.031746031746031744,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006756756756756757,0.0033783783783783786,0.006756756756756757,0.02364864864864865,0.02702702702702703,0.0033783783783783786,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006756756756756757,0.0033783783783783786,0.006756756756756757,0.02364864864864865,0.02702702702702703,0.0033783783783783786,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006756756756756757,0.0033783783783783786,0.006756756756756757,0.02364864864864865,0.02702702702702703,0.0033783783783783786,phishing
0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.028985507246376812,0.0,0.0,0.028985507246376812,0.0,phishing
0.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0228310502283105,0.0091324200913242,0.0045662100456621,0.0228310502283105,0.0319634703196347,0.0,phishing
0.0,6.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.006607929515418503,0.004405286343612335,phishing
0.0,3.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,0.006802721088435374,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.0,phishing
0.0,5.0,5.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0182648401826484,0.0091324200913242,0.0045662100456621,0.0182648401826484,0.0319634703196347,0.0,phishing
0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.006734006734006734,0.003367003367003367,0.006734006734006734,0.02356902356902357,0.03367003367003367,0.003367003367003367,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006734006734006734,0.003367003367003367,0.006734006734006734,0.02356902356902357,0.026936026936026935,0.003367003367003367,phishing
0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.004291845493562232,0.0,0.042918454935622324,0.05150214592274678,0.02145922746781116,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006734006734006734,0.003367003367003367,0.006734006734006734,0.02356902356902357,0.026936026936026935,0.003367003367003367,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006734006734006734,0.003367003367003367,0.006734006734006734,0.02356902356902357,0.026936026936026935,0.003367003367003367,phishing
0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.015822784810126583,0.0031645569620253164,0.006329113924050633,0.022151898734177215,0.00949367088607595,0.0031645569620253164,phishing
0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.006734006734006734,0.003367003367003367,0.006734006734006734,0.02356902356902357,0.026936026936026935,0.003367003367003367,phishing
