% This is the entire dataset
@RELATION email-features

@ATTRIBUTE containJS NUMERIC
@ATTRIBUTE numLinks NUMERIC
@ATTRIBUTE numDomainMisMatch NUMERIC
@ATTRIBUTE isHtmlEmail NUMERIC
@ATTRIBUTE numDotsInSender NUMERIC
@ATTRIBUTE IPAddrInUrl NUMERIC
@ATTRIBUTE hasKeywordInLinkText NUMERIC
@ATTRIBUTE numDistinctDomains NUMERIC
@ATTRIBUTE disparitiesHrefAndLinkText NUMERIC
@ATTRIBUTE keywordNorm0 NUMERIC
@ATTRIBUTE keywordNorm1 NUMERIC
@ATTRIBUTE keywordNorm2 NUMERIC
@ATTRIBUTE keywordNorm3 NUMERIC
@ATTRIBUTE keywordNorm4 NUMERIC
@ATTRIBUTE keywordNorm5 NUMERIC
@ATTRIBUTE class {phishing,non-phishing}

@DATA
0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.013333333333333334,0.013333333333333334,0.0,0.04,0.013333333333333334,0.0,phishing
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,phishing
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.014285714285714285,0.02857142857142857,phishing
0.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.023255813953488372,0.0,phishing
0.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,0.008130081300813009,0.008130081300813009,0.008130081300813009,0.024390243902439025,0.016260162601626018,0.008130081300813009,phishing
0.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.023923444976076555,0.019138755980861243,0.0,0.019138755980861243,0.03349282296650717,0.0,phishing
0.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,phishing
0.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.022727272727272728,0.0,phishing
